"request-date","order-id","order-type","order-status","last-updated-date","sku","fnsku","disposition","requested-quantity","cancelled-quantity","disposed-quantity","shipped-quantity","in-process-quantity","removal-fee","currency"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","21 mm New","X002WERVPP","Unsellable","1","0",,"1","0","1.46","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_BLACK_PRIDE","X003AKSK7X","Unsellable","3","0",,"3","0","14.85","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_GRAD_PURPLE+ PINK","X003AKSK87","Unsellable","1","0",,"1","0","4.95","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_PASTEL_PURPLE","X003AKUUQR","Unsellable","1","0",,"1","0","4.95","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_GRAD_BLUE+ PURPLE","X003AKUURB","Unsellable","1","0",,"1","0","4.95","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_WTC_PINK","X003AKUURL","Unsellable","1","0",,"1","0","4.95","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_PASTEL_WHITE","X003AKUUS5","Unsellable","1","0",,"1","0","4.95","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_ELEMEN_GREY","X003AKX66D","Unsellable","1","0",,"1","0","4.95","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_LOTUS_PINK","X003AKX66N","Unsellable","2","0",,"2","0","9.90","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_GRAD_PINK+ BLUE","X003AKX66X","Unsellable","4","0",,"4","0","3.88","USD"
"2023-01-28T16:13:56-08:00","Cvm0e0FPre","Return","Completed","2023-03-07T11:29:04-08:00","TW_PASTEL_PINK","X003APE2BV","Unsellable","1","0",,"1","0","4.95","USD"
"2023-01-23T21:36:15-08:00","2301231TJV","Disposal","Completed","2023-01-29T21:10:32-08:00","C2-F3A7-VUKZ","X002EHOFE5","Sellable","1","0","1",,"0","21.53","USD"
"2023-01-22T19:52:02-08:00","2301221OPX","Disposal","Completed","2023-01-31T06:40:41-08:00","M0-LJXG-7P9J","X001TL2OTF","Sellable","1","0","1",,"0","9.43","USD"
"2023-01-22T19:52:02-08:00","2301221OPX","Disposal","Completed","2023-01-31T06:40:41-08:00","M0-LJXG-7P9J","X001TL2OTF","Unsellable","1","0","1",,"0","9.43","USD"
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW105_B","B09W9TW8VM","Unsellable","3","0",,"3","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW104_B","B09W9VWZD3","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_SILICONE_BOWL_PURPLE_325","B0B7461K5M","Unsellable","2","0",,"2","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_SILICONE_BOWL_BLACK_3252","B0B746WPCL","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","P2-SC1T-VJWH","X001R8JED9","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","08-5NRZ-N0UJ","X001SCYETD","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","VF-XDS1-1UU6","X001SFALB5","Unsellable","15","2",,"13","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TP-D4CH-B5JZ","X001VRZG2J","Unsellable","17","0",,"17","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","HM-CF1J-HSEH","X0029PFSJN","Unsellable","6","1",,"5","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","YP-MYS1-S2J6","X002E4H2OD","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","14 pc wrench set","X002MBTM7N","Unsellable","2","0",,"2","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","26 pc-rack","X002U00ZTP","Unsellable","2","0",,"2","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","15/16 New","X002WERVP5","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","8 mm New","X002WEVCGJ","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","26 pc inch mm","X002WWOONJ","Unsellable","2","0",,"2","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_ELEMEN_BLUE","X003AKRRZJ","Unsellable","2","0",,"2","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_ELEMEN_GREEN","X003AKRRZT","Unsellable","2","0",,"2","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_ELEMEN_PINK","X003AKRS03","Unsellable","4","0",,"4","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_LOTUS_BLUE","X003AKSK7N","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_BLACK_PRIDE","X003AKSK7X","Unsellable","5","0",,"5","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_LOTUS_GREY","X003AKSK8H","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_GRAD_BLUE+ PURPLE","X003AKUURB","Unsellable","2","0",,"2","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_WTC_PINK","X003AKUURL","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_PASTEL_WHITE","X003AKUUS5","Unsellable","4","0",,"3","1",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_LOTUS_PINK","X003AKX66N","Unsellable","2","1",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_WTC_WHITE","X003AKX677","Unsellable","1","0",,"1","0",,
"2023-01-22T16:52:30-08:00","EuPXpSoDw4","Return","Pending","2023-01-22T21:25:52-08:00","TW_WTC_CREAM","X003AKX67H","Unsellable","1","0",,"1","0",,
"2023-01-17T08:41:13-08:00","vso3xTMJQp","Return","Completed","2023-01-26T06:57:19-08:00","5I-I30J-VYEU","B0757MYHFR","Sellable","1","0",,"1","0","1.46","USD"
"2023-01-17T05:42:35-08:00","+Pd2HtNUNj","Return","Completed","2023-01-27T07:03:24-08:00","3I-LY09-4BRM","X002HMPB9F","Sellable","7","0",,"7","0","101.43","USD"
"2023-01-17T05:42:35-08:00","+Pd2HtNUNj","Return","Completed","2023-01-27T07:03:24-08:00","amzn.gr.3I-LY09-4BRM-DVTc8yNodRv1HagU-VG","X0033QHSFJ","Sellable","2","0",,"2","0","26.86","USD"
"2023-01-17T05:42:35-08:00","+Pd2HtNUNj","Return","Completed","2023-01-27T07:03:24-08:00","amzn.gr.3I-LY09-4BRM-C7d-FZZ4n_mhNZXq-LN","X00340L96D","Sellable","1","0",,"1","0","13.43","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","TW_10B","B09XRB7YWH","Unsellable","2","0",,"2","0","2.28","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","TW_SILICONE_BOWL_PURPLE_325","B0B7461K5M","Unsellable","1","0",,"1","0","0.52","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","CJ-7BTH-4JGY","X0029LXG5F","Unsellable","6","0",,"6","0","27.96","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","26 pc-rack","X002U00ZTP","Unsellable","1","0",,"1","0","5.29","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","18 mm New","X002WEX5AP","Unsellable","1","0",,"1","0","0.75","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","14 pc stubby mm","X002WWRMX3","Unsellable","1","0",,"1","0","2.14","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","TW_ELEMEN_BLUE","X003AKRRZJ","Unsellable","3","0",,"3","0","8.31","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","TW_BLACK_PRIDE","X003AKSK7X","Unsellable","1","0",,"1","0","2.77","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","TW_GRAD_PURPLE+ PINK","X003AKSK87","Unsellable","1","0",,"1","0","2.77","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","TW_LOTUS_GREEN","X003AKSK8R","Unsellable","1","0",,"1","0","2.77","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","TW_PASTEL_WHITE","X003AKUUS5","Unsellable","1","0",,"1","0","2.77","USD"
"2023-01-15T16:08:14-08:00","ceBnzlqaSS","Return","Completed","2023-02-24T08:33:38-08:00","TW_WTC_WHITE","X003AKX677","Unsellable","2","0",,"2","0","5.54","USD"
"2023-01-10T08:31:55-08:00","N8xuTMChS6","Return","Completed","2023-01-19T18:39:10-08:00","amzn.gr.08-5NRZ-N0UJ-n1t14Anfls6RQk9X-GD","X0033E50CT","Sellable","1","0",,"1","0","5.29","USD"
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW105_B","B09W9TW8VM","Unsellable","6","0",,"6","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW104_B","B09W9VWZD3","Unsellable","7","0",,"7","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_SILICONE_BOWL_PURPLE_325","B0B7461K5M","Unsellable","2","0",,"2","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_SILICONE_BOWL_BLACK_3252","B0B746WPCL","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_SILICONE_BOWL_WHITE_3251","B0B74Q83P6","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","08-5NRZ-N0UJ","X001SCYETD","Unsellable","7","1",,"6","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","VF-XDS1-1UU6","X001SFALB5","Unsellable","17","3",,"12","2",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","XM-37LB-SVD4","X001USAPYD","Unsellable","10","7",,"3","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TP-D4CH-B5JZ","X001VRZG2J","Unsellable","28","1",,"26","1",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","CJ-7BTH-4JGY","X0029LXG5F","Unsellable","4","2",,"2","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","HM-CF1J-HSEH","X0029PFSJN","Unsellable","5","0",,"5","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","YP-MYS1-S2J6","X002E4H2OD","Unsellable","3","0",,"3","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","10-mm-2-pieces","X002KJ2Q4X","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","14 pc wrench set","X002MBTM7N","Unsellable","2","1",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","26 pc-rack","X002U00ZTP","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","24 mm New","X002WERVOV","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","19 mm New","X002WERVPZ","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","7/8 mm New","X002WERWWR","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","9/16 New","X002WEVCHD","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","26 pc inch mm","X002WWOONJ","Unsellable","2","0",,"2","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","amzn.gr.26 pc inch mm-UFOFC8U5yFZSMmi-AC","X0037HFV67","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_ELEMEN_BLUE","X003AKRRZJ","Unsellable","3","0",,"3","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_ELEMEN_GREEN","X003AKRRZT","Unsellable","2","0",,"2","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_ELEMEN_PINK","X003AKRS03","Unsellable","2","0",,"2","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_LOTUS_BLUE","X003AKSK7N","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_BLACK_PRIDE","X003AKSK7X","Unsellable","4","0",,"4","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_LOTUS_GREY","X003AKSK8H","Unsellable","3","0",,"3","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_PASTEL_PURPLE","X003AKUUQR","Unsellable","1","1",,"0","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_GRAD_BLUE+ PURPLE","X003AKUURB","Unsellable","3","0",,"3","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_WTC_PINK","X003AKUURL","Unsellable","1","0",,"1","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_PASTEL_WHITE","X003AKUUS5","Unsellable","2","0",,"2","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_ELEMEN_GREY","X003AKX66D","Unsellable","4","0",,"4","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_LOTUS_PINK","X003AKX66N","Unsellable","2","0",,"2","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_GRAD_PINK+ BLUE","X003AKX66X","Unsellable","6","0",,"6","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_WTC_WHITE","X003AKX677","Unsellable","2","0",,"2","0",,
"2023-01-08T15:30:04-08:00","EGm+hG5EOz","Return","Pending","2023-01-08T18:14:12-08:00","TW_PASTEL_PINK","X003APE2BV","Unsellable","1","0",,"1","0",,
